Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
37028,25-03-2024 01:00,22-03-2024 19:00,23-03-2024 09:41,Surat,106,Traffic Violation,69,F,Firearm,Traffic Fatality,11,Yes,28-03-2024 01:00
37029,25-03-2024 06:00,22-03-2024 20:00,22-03-2024 20:46,Delhi,176,Counterfeiting,73,M,None,Other Crime,17,No,
37030,23-03-2024 15:00,22-03-2024 21:00,23-03-2024 19:37,Indore,238,Robbery,32,M,Knife,Violent Crime,1,No,
37031,25-03-2024 19:00,22-03-2024 22:00,22-03-2024 22:14,Nagpur,399,Public Intoxication,63,F,Poison,Other Crime,11,No,
37032,24-03-2024 11:00,22-03-2024 23:00,23-03-2024 15:03,Surat,328,Traffic Violation,67,F,Explosives,Traffic Fatality,13,No,
37033,24-03-2024 17:00,23-03-2024 00:00,23-03-2024 17:46,Hyderabad,460,Drug Offense,45,M,Firearm,Other Crime,12,Yes,04-04-2024 17:00
37034,23-03-2024 22:00,23-03-2024 01:00,23-03-2024 15:01,Visakhapatnam,565,Identity Theft,68,F,Knife,Violent Crime,12,Yes,25-05-2024 22:00
37035,23-03-2024 14:00,23-03-2024 02:00,23-03-2024 11:29,Ludhiana,264,Counterfeiting,78,M,Blunt Object,Other Crime,1,No,
37036,24-03-2024 20:00,23-03-2024 03:00,23-03-2024 20:53,Hyderabad,308,Shoplifting,30,M,None,Other Crime,4,Yes,06-12-2024 20:00
37037,25-03-2024 08:00,23-03-2024 04:00,24-03-2024 03:42,Agra,196,Extortion,28,F,None,Other Crime,1,Yes,05-08-2024 08:00
37038,24-03-2024 07:00,23-03-2024 05:00,23-03-2024 09:07,Delhi,599,Fraud,60,F,Blunt Object,Other Crime,8,Yes,06-11-2024 07:00
37039,26-03-2024 00:00,23-03-2024 06:00,23-03-2024 17:15,Ludhiana,415,Public Intoxication,74,F,None,Other Crime,3,Yes,15-04-2024 00:00
37040,25-03-2024 15:00,23-03-2024 07:00,23-03-2024 21:33,Srinagar,299,Firearm Offense,61,M,None,Fire Accident,17,Yes,29-04-2024 15:00
37041,26-03-2024 03:00,23-03-2024 08:00,23-03-2024 14:21,Delhi,135,Kidnapping,34,F,Firearm,Other Crime,15,No,
37042,23-03-2024 23:00,23-03-2024 09:00,24-03-2024 04:17,Visakhapatnam,558,Traffic Violation,40,M,Blunt Object,Traffic Fatality,2,Yes,16-04-2024 23:00
37043,24-03-2024 20:00,23-03-2024 10:00,23-03-2024 10:36,Srinagar,404,Identity Theft,70,F,Knife,Violent Crime,4,No,
37044,23-03-2024 19:00,23-03-2024 11:00,23-03-2024 11:44,Delhi,560,Vandalism,32,F,None,Other Crime,9,No,
37045,26-03-2024 03:00,23-03-2024 12:00,23-03-2024 18:31,Nagpur,480,Counterfeiting,77,M,Blunt Object,Other Crime,9,No,
37046,25-03-2024 19:00,23-03-2024 13:00,23-03-2024 23:35,Delhi,219,Traffic Violation,69,M,Explosives,Traffic Fatality,15,No,
37047,25-03-2024 17:00,23-03-2024 14:00,24-03-2024 12:45,Ghaziabad,227,Counterfeiting,41,M,None,Other Crime,13,Yes,05-12-2024 17:00
37048,24-03-2024 04:00,23-03-2024 15:00,24-03-2024 03:28,Pune,180,Burglary,32,M,None,Other Crime,18,Yes,07-01-2024 04:00
37049,23-03-2024 19:00,23-03-2024 16:00,23-03-2024 16:18,Mumbai,281,Arson,35,F,Knife,Fire Accident,13,No,
37050,24-03-2024 01:00,23-03-2024 17:00,24-03-2024 06:18,Bangalore,202,Illegal Possession,79,M,Poison,Other Crime,8,Yes,04-08-2024 01:00
37051,26-03-2024 04:00,23-03-2024 18:00,24-03-2024 01:18,Jaipur,137,Public Intoxication,61,F,Poison,Other Crime,17,No,
37052,24-03-2024 00:00,23-03-2024 19:00,24-03-2024 05:10,Chennai,300,Counterfeiting,42,F,Other,Other Crime,2,Yes,18-06-2024 00:00
37053,25-03-2024 16:00,23-03-2024 20:00,24-03-2024 08:35,Delhi,585,Arson,63,F,Firearm,Fire Accident,11,Yes,13-05-2024 16:00
37054,24-03-2024 11:00,23-03-2024 21:00,24-03-2024 05:39,Kolkata,394,Burglary,47,M,Other,Other Crime,14,Yes,31-07-2024 11:00
37055,24-03-2024 12:00,23-03-2024 22:00,24-03-2024 17:32,Surat,559,Extortion,26,F,Blunt Object,Other Crime,14,Yes,16-05-2024 12:00
37056,24-03-2024 10:00,23-03-2024 23:00,24-03-2024 10:40,Delhi,312,Shoplifting,35,F,Knife,Other Crime,18,Yes,06-11-2024 10:00
37057,26-03-2024 20:00,24-03-2024 00:00,24-03-2024 10:36,Pune,187,Counterfeiting,42,F,Knife,Other Crime,6,Yes,22-04-2024 20:00
37058,24-03-2024 15:00,24-03-2024 01:00,24-03-2024 19:35,Bangalore,285,Sexual Assault,23,F,Explosives,Violent Crime,11,No,
37059,26-03-2024 05:00,24-03-2024 02:00,24-03-2024 19:48,Varanasi,583,Shoplifting,13,F,Other,Other Crime,15,No,
37060,25-03-2024 04:00,24-03-2024 03:00,24-03-2024 15:49,Visakhapatnam,122,Burglary,53,M,Explosives,Other Crime,6,No,
37061,24-03-2024 18:00,24-03-2024 04:00,25-03-2024 00:21,Ahmedabad,581,Traffic Violation,40,F,Blunt Object,Traffic Fatality,16,Yes,29-03-2024 18:00
37062,24-03-2024 19:00,24-03-2024 05:00,25-03-2024 02:17,Kolkata,587,Drug Offense,67,M,Other,Other Crime,19,Yes,13-04-2024 19:00
37063,24-03-2024 12:00,24-03-2024 06:00,25-03-2024 05:06,Delhi,237,Burglary,55,F,Other,Other Crime,7,No,
37064,24-03-2024 21:00,24-03-2024 07:00,24-03-2024 11:07,Agra,170,Extortion,61,M,Firearm,Other Crime,16,No,
37065,25-03-2024 18:00,24-03-2024 08:00,24-03-2024 08:25,Mumbai,256,Shoplifting,37,F,Poison,Other Crime,4,No,
37066,26-03-2024 04:00,24-03-2024 09:00,25-03-2024 05:49,Kalyan,419,Illegal Possession,78,F,Explosives,Other Crime,7,Yes,24-04-2024 04:00
37067,25-03-2024 12:00,24-03-2024 10:00,24-03-2024 20:50,Surat,112,Cybercrime,55,M,Poison,Other Crime,2,No,
37068,25-03-2024 08:00,24-03-2024 11:00,25-03-2024 09:50,Delhi,176,Cybercrime,19,F,None,Other Crime,1,No,
37069,25-03-2024 06:00,24-03-2024 12:00,25-03-2024 09:38,Patna,567,Shoplifting,63,M,Poison,Other Crime,17,Yes,05-10-2024 06:00
37070,25-03-2024 21:00,24-03-2024 13:00,25-03-2024 07:18,Delhi,351,Homicide,30,M,Knife,Other Crime,18,No,
37071,27-03-2024 01:00,24-03-2024 14:00,24-03-2024 20:57,Mumbai,264,Shoplifting,27,M,Firearm,Other Crime,16,No,
37072,26-03-2024 19:00,24-03-2024 15:00,25-03-2024 07:56,Kolkata,331,Traffic Violation,78,F,Firearm,Traffic Fatality,6,Yes,29-03-2024 19:00
37073,25-03-2024 06:00,24-03-2024 16:00,25-03-2024 01:17,Bangalore,410,Vandalism,75,M,Firearm,Other Crime,3,Yes,19-04-2024 06:00
37074,27-03-2024 14:00,24-03-2024 17:00,24-03-2024 22:33,Mumbai,311,Burglary,69,F,Knife,Other Crime,18,Yes,09-07-2024 14:00
37075,25-03-2024 21:00,24-03-2024 18:00,24-03-2024 18:07,Mumbai,506,Kidnapping,36,M,Knife,Other Crime,15,Yes,04-01-2024 21:00
37076,25-03-2024 12:00,24-03-2024 19:00,24-03-2024 20:07,Delhi,178,Illegal Possession,17,F,Poison,Other Crime,19,No,
37077,27-03-2024 10:00,24-03-2024 20:00,25-03-2024 03:40,Pune,356,Fraud,57,F,Poison,Other Crime,18,No,
37078,26-03-2024 17:00,24-03-2024 21:00,25-03-2024 15:05,Pune,146,Counterfeiting,73,F,Explosives,Other Crime,10,No,
37079,26-03-2024 10:00,24-03-2024 22:00,25-03-2024 17:23,Delhi,488,Assault,59,M,None,Violent Crime,18,Yes,04-04-2024 10:00
37080,26-03-2024 09:00,24-03-2024 23:00,25-03-2024 15:09,Chennai,164,Firearm Offense,60,M,None,Fire Accident,16,Yes,13-06-2024 09:00
37081,26-03-2024 00:00,25-03-2024 00:00,25-03-2024 09:56,Nashik,543,Cybercrime,52,M,Knife,Other Crime,12,Yes,04-09-2024 00:00
37082,26-03-2024 11:00,25-03-2024 01:00,25-03-2024 18:11,Mumbai,335,Traffic Violation,16,F,Poison,Traffic Fatality,12,No,
37083,26-03-2024 19:00,25-03-2024 02:00,26-03-2024 00:43,Mumbai,330,Vandalism,78,F,Poison,Other Crime,8,No,
37084,27-03-2024 09:00,25-03-2024 03:00,26-03-2024 01:12,Pune,476,Burglary,14,M,Poison,Other Crime,1,No,
37085,27-03-2024 15:00,25-03-2024 04:00,25-03-2024 09:01,Ahmedabad,359,Kidnapping,33,M,Other,Other Crime,15,No,
37086,27-03-2024 04:00,25-03-2024 05:00,26-03-2024 02:37,Chennai,452,Public Intoxication,46,F,Blunt Object,Other Crime,12,No,
37087,27-03-2024 07:00,25-03-2024 06:00,25-03-2024 17:34,Kolkata,539,Vehicle - Stolen,64,F,Other,Violent Crime,3,No,
37088,25-03-2024 22:00,25-03-2024 07:00,26-03-2024 04:44,Pune,518,Vehicle - Stolen,30,F,Blunt Object,Violent Crime,10,Yes,15-04-2024 22:00
37089,25-03-2024 17:00,25-03-2024 08:00,26-03-2024 05:54,Jaipur,570,Fraud,11,F,Poison,Other Crime,15,Yes,26-05-2024 17:00
37090,27-03-2024 20:00,25-03-2024 09:00,26-03-2024 02:33,Bangalore,533,Illegal Possession,64,F,Other,Other Crime,13,Yes,06-12-2024 20:00
37091,27-03-2024 19:00,25-03-2024 10:00,26-03-2024 02:58,Kolkata,253,Public Intoxication,10,M,Knife,Other Crime,18,No,
37092,25-03-2024 15:00,25-03-2024 11:00,25-03-2024 14:13,Bangalore,405,Drug Offense,61,F,Explosives,Other Crime,13,No,
37093,27-03-2024 21:00,25-03-2024 12:00,26-03-2024 10:58,Bangalore,176,Arson,32,M,Other,Fire Accident,12,Yes,20-06-2024 21:00
37094,26-03-2024 04:00,25-03-2024 13:00,26-03-2024 09:25,Mumbai,227,Robbery,46,M,None,Violent Crime,18,No,
37095,27-03-2024 20:00,25-03-2024 14:00,26-03-2024 08:39,Kolkata,255,Arson,18,M,Explosives,Fire Accident,4,No,
37096,26-03-2024 09:00,25-03-2024 15:00,25-03-2024 15:18,Bhopal,343,Drug Offense,29,F,None,Other Crime,7,No,
37097,26-03-2024 06:00,25-03-2024 16:00,26-03-2024 08:33,Hyderabad,205,Traffic Violation,37,F,Blunt Object,Traffic Fatality,16,No,
37098,28-03-2024 05:00,25-03-2024 17:00,26-03-2024 07:56,Chennai,576,Kidnapping,18,M,Firearm,Other Crime,10,No,
37099,26-03-2024 10:00,25-03-2024 18:00,25-03-2024 18:23,Delhi,510,Domestic Violence,11,F,Blunt Object,Violent Crime,7,No,
37100,28-03-2024 11:00,25-03-2024 19:00,26-03-2024 10:59,Delhi,203,Illegal Possession,26,M,Knife,Other Crime,7,Yes,21-06-2024 11:00
37101,27-03-2024 01:00,25-03-2024 20:00,26-03-2024 09:09,Kolkata,235,Identity Theft,62,M,Poison,Violent Crime,7,Yes,06-10-2024 01:00
37102,27-03-2024 11:00,25-03-2024 21:00,26-03-2024 09:23,Nagpur,283,Extortion,27,F,Other,Other Crime,18,Yes,21-06-2024 11:00
37103,26-03-2024 17:00,25-03-2024 22:00,26-03-2024 14:52,Bangalore,383,Illegal Possession,37,F,Explosives,Other Crime,15,Yes,28-04-2024 17:00
37104,27-03-2024 21:00,25-03-2024 23:00,26-03-2024 01:06,Hyderabad,284,Shoplifting,46,M,Explosives,Other Crime,14,Yes,06-07-2024 21:00
37105,27-03-2024 10:00,26-03-2024 00:00,26-03-2024 05:28,Hyderabad,356,Firearm Offense,24,F,Knife,Fire Accident,8,Yes,26-05-2024 10:00
37106,26-03-2024 20:00,26-03-2024 01:00,26-03-2024 04:51,Varanasi,331,Firearm Offense,45,M,Knife,Fire Accident,6,Yes,17-04-2024 20:00
37107,26-03-2024 09:00,26-03-2024 02:00,26-03-2024 04:39,Mumbai,453,Assault,75,F,Poison,Violent Crime,4,Yes,28-04-2024 09:00
37108,26-03-2024 10:00,26-03-2024 03:00,26-03-2024 04:24,Pune,152,Vandalism,58,F,Poison,Other Crime,16,Yes,05-04-2024 10:00
37109,26-03-2024 17:00,26-03-2024 04:00,26-03-2024 05:49,Kolkata,401,Firearm Offense,69,F,Explosives,Fire Accident,10,No,
37110,27-03-2024 14:00,26-03-2024 05:00,26-03-2024 21:52,Kolkata,167,Shoplifting,23,F,Firearm,Other Crime,11,No,
37111,26-03-2024 19:00,26-03-2024 06:00,26-03-2024 18:49,Delhi,551,Assault,53,F,None,Violent Crime,19,Yes,06-01-2024 19:00
37112,28-03-2024 16:00,26-03-2024 07:00,27-03-2024 00:44,Hyderabad,209,Traffic Violation,67,M,Other,Traffic Fatality,2,Yes,04-11-2024 16:00
37113,28-03-2024 22:00,26-03-2024 08:00,26-03-2024 21:21,Hyderabad,508,Cybercrime,21,M,Explosives,Other Crime,12,Yes,18-05-2024 22:00
37114,27-03-2024 12:00,26-03-2024 09:00,26-03-2024 22:23,Mumbai,228,Identity Theft,62,M,Explosives,Violent Crime,4,No,
37115,27-03-2024 03:00,26-03-2024 10:00,26-03-2024 14:13,Pune,289,Firearm Offense,52,F,Poison,Fire Accident,14,Yes,21-05-2024 03:00
37116,29-03-2024 01:00,26-03-2024 11:00,27-03-2024 00:33,Pune,459,Vandalism,63,M,Other,Other Crime,6,Yes,18-06-2024 01:00
37117,27-03-2024 08:00,26-03-2024 12:00,27-03-2024 07:35,Bangalore,394,Shoplifting,51,F,Explosives,Other Crime,15,No,
37118,29-03-2024 03:00,26-03-2024 13:00,27-03-2024 10:54,Hyderabad,441,Cybercrime,55,F,Blunt Object,Other Crime,11,No,
37119,27-03-2024 10:00,26-03-2024 14:00,27-03-2024 08:22,Mumbai,457,Kidnapping,63,F,None,Other Crime,9,No,
37120,28-03-2024 02:00,26-03-2024 15:00,27-03-2024 11:18,Mumbai,295,Burglary,70,M,Poison,Other Crime,10,No,
37121,27-03-2024 10:00,26-03-2024 16:00,27-03-2024 02:27,Pune,319,Firearm Offense,28,F,Firearm,Fire Accident,11,Yes,24-06-2024 10:00
37122,27-03-2024 22:00,26-03-2024 17:00,26-03-2024 18:54,Kalyan,172,Extortion,56,F,Other,Other Crime,19,Yes,13-06-2024 22:00
37123,28-03-2024 09:00,26-03-2024 18:00,26-03-2024 18:13,Mumbai,205,Illegal Possession,73,F,Other,Other Crime,17,Yes,22-04-2024 09:00
37124,28-03-2024 02:00,26-03-2024 19:00,26-03-2024 19:48,Bangalore,314,Illegal Possession,38,F,Knife,Other Crime,1,Yes,20-04-2024 02:00
37125,27-03-2024 22:00,26-03-2024 20:00,27-03-2024 04:12,Chennai,214,Counterfeiting,29,M,Knife,Other Crime,17,No,
37126,27-03-2024 11:00,26-03-2024 21:00,27-03-2024 18:35,Pune,275,Assault,16,M,Knife,Violent Crime,18,Yes,14-04-2024 11:00
37127,29-03-2024 00:00,26-03-2024 22:00,27-03-2024 21:56,Ghaziabad,507,Kidnapping,19,F,Explosives,Other Crime,19,Yes,04-06-2024 00:00
37128,29-03-2024 16:00,26-03-2024 23:00,27-03-2024 04:42,Nashik,452,Public Intoxication,72,M,Poison,Other Crime,16,Yes,24-04-2024 16:00
37129,29-03-2024 00:00,27-03-2024 00:00,27-03-2024 14:08,Jaipur,202,Traffic Violation,48,F,Firearm,Traffic Fatality,18,No,
37130,28-03-2024 15:00,27-03-2024 01:00,27-03-2024 18:59,Bangalore,392,Assault,26,F,Explosives,Violent Crime,18,No,
37131,27-03-2024 17:00,27-03-2024 02:00,27-03-2024 07:34,Mumbai,207,Assault,78,M,Poison,Violent Crime,11,No,
37132,29-03-2024 02:00,27-03-2024 03:00,27-03-2024 19:13,Meerut,457,Vehicle - Stolen,74,F,Poison,Violent Crime,5,Yes,05-02-2024 02:00
37133,29-03-2024 20:00,27-03-2024 04:00,27-03-2024 06:08,Bangalore,523,Homicide,13,F,Explosives,Other Crime,16,No,
37134,28-03-2024 03:00,27-03-2024 05:00,28-03-2024 02:59,Pune,529,Homicide,29,M,Explosives,Other Crime,16,Yes,17-12-2025 03:00
37135,29-03-2024 01:00,27-03-2024 06:00,27-03-2024 15:44,Delhi,478,Homicide,36,F,Firearm,Other Crime,14,Yes,16-02-2026 01:00
37136,29-03-2024 10:00,27-03-2024 07:00,27-03-2024 09:06,Pune,325,Burglary,52,M,Other,Other Crime,14,No,
37137,29-03-2024 21:00,27-03-2024 08:00,27-03-2024 22:21,Delhi,186,Sexual Assault,17,F,Explosives,Violent Crime,18,Yes,16-11-2025 21:00
37138,29-03-2024 05:00,27-03-2024 09:00,28-03-2024 02:15,Pune,206,Identity Theft,39,M,Poison,Violent Crime,3,Yes,14-05-2024 05:00
37139,29-03-2024 06:00,27-03-2024 10:00,27-03-2024 11:55,Pune,322,Arson,44,M,Other,Fire Accident,6,Yes,04-10-2024 06:00
37140,29-03-2024 08:00,27-03-2024 11:00,27-03-2024 11:35,Delhi,501,Burglary,24,M,Other,Other Crime,12,Yes,08-07-2024 08:00
37141,29-03-2024 06:00,27-03-2024 12:00,27-03-2024 15:16,Kolkata,269,Assault,61,M,Blunt Object,Violent Crime,12,No,
37142,28-03-2024 10:00,27-03-2024 13:00,28-03-2024 06:17,Patna,329,Fraud,11,F,Poison,Other Crime,12,No,
37143,30-03-2024 02:00,27-03-2024 14:00,27-03-2024 19:09,Lucknow,436,Arson,54,M,Other,Fire Accident,3,No,
37144,27-03-2024 17:00,27-03-2024 15:00,27-03-2024 17:15,Delhi,561,Traffic Violation,21,F,None,Traffic Fatality,5,Yes,13-04-2024 17:00
37145,29-03-2024 22:00,27-03-2024 16:00,28-03-2024 08:11,Bangalore,572,Cybercrime,27,F,None,Other Crime,3,No,
37146,28-03-2024 12:00,27-03-2024 17:00,28-03-2024 09:45,Kolkata,504,Vehicle - Stolen,56,M,Knife,Violent Crime,17,Yes,25-06-2024 12:00
37147,28-03-2024 07:00,27-03-2024 18:00,27-03-2024 18:27,Ghaziabad,303,Counterfeiting,63,F,Knife,Other Crime,9,No,
37148,29-03-2024 03:00,27-03-2024 19:00,28-03-2024 13:42,Rajkot,188,Burglary,67,M,Firearm,Other Crime,5,Yes,22-09-2024 03:00
37149,28-03-2024 22:00,27-03-2024 20:00,27-03-2024 23:19,Kolkata,341,Kidnapping,63,F,Knife,Other Crime,9,No,
37150,29-03-2024 19:00,27-03-2024 21:00,28-03-2024 10:42,Kanpur,526,Homicide,42,F,Other,Other Crime,19,No,
37151,28-03-2024 23:00,27-03-2024 22:00,28-03-2024 06:30,Mumbai,394,Traffic Violation,61,F,Explosives,Traffic Fatality,15,Yes,04-08-2024 23:00
37152,29-03-2024 09:00,27-03-2024 23:00,28-03-2024 00:44,Kolkata,425,Identity Theft,74,F,Knife,Violent Crime,13,Yes,16-04-2024 09:00
37153,30-03-2024 01:00,28-03-2024 00:00,28-03-2024 15:30,Ghaziabad,247,Homicide,14,F,Explosives,Other Crime,1,Yes,21-10-2024 01:00
37154,28-03-2024 17:00,28-03-2024 01:00,28-03-2024 12:57,Delhi,245,Fraud,70,F,Blunt Object,Other Crime,2,No,
37155,29-03-2024 00:00,28-03-2024 02:00,28-03-2024 19:01,Jaipur,113,Domestic Violence,10,F,Knife,Violent Crime,3,Yes,05-05-2024 00:00
37156,28-03-2024 18:00,28-03-2024 03:00,28-03-2024 10:46,Bhopal,129,Assault,45,F,Other,Violent Crime,1,Yes,04-09-2024 18:00
37157,28-03-2024 18:00,28-03-2024 04:00,29-03-2024 00:20,Lucknow,199,Identity Theft,22,F,None,Violent Crime,19,Yes,05-04-2024 18:00
37158,30-03-2024 14:00,28-03-2024 05:00,28-03-2024 13:39,Lucknow,564,Vehicle - Stolen,50,F,Firearm,Violent Crime,2,Yes,06-12-2024 14:00
37159,29-03-2024 17:00,28-03-2024 06:00,28-03-2024 17:04,Chennai,394,Drug Offense,12,F,Poison,Other Crime,10,No,
37160,30-03-2024 08:00,28-03-2024 07:00,28-03-2024 11:06,Rajkot,244,Public Intoxication,15,M,Knife,Other Crime,18,No,
37161,30-03-2024 16:00,28-03-2024 08:00,28-03-2024 14:10,Delhi,332,Sexual Assault,38,F,Poison,Violent Crime,8,No,
37162,29-03-2024 15:00,28-03-2024 09:00,29-03-2024 06:57,Delhi,210,Cybercrime,32,F,Poison,Other Crime,1,Yes,20-05-2024 15:00
37163,29-03-2024 14:00,28-03-2024 10:00,28-03-2024 20:00,Bhopal,410,Homicide,21,M,Poison,Other Crime,19,No,
37164,29-03-2024 17:00,28-03-2024 11:00,29-03-2024 08:48,Pune,226,Drug Offense,21,M,Poison,Other Crime,7,Yes,05-04-2024 17:00
37165,29-03-2024 15:00,28-03-2024 12:00,28-03-2024 15:50,Delhi,141,Identity Theft,26,M,Knife,Violent Crime,18,No,
37166,29-03-2024 21:00,28-03-2024 13:00,28-03-2024 20:40,Bangalore,558,Extortion,50,F,Blunt Object,Other Crime,15,No,
37167,29-03-2024 09:00,28-03-2024 14:00,29-03-2024 02:59,Bangalore,494,Kidnapping,16,M,Knife,Other Crime,6,Yes,29-05-2024 09:00
37168,30-03-2024 03:00,28-03-2024 15:00,29-03-2024 06:29,Hyderabad,332,Drug Offense,13,F,Explosives,Other Crime,8,Yes,17-05-2024 03:00
37169,31-03-2024 10:00,28-03-2024 16:00,29-03-2024 04:55,Agra,222,Vandalism,39,F,Explosives,Other Crime,13,No,
37170,31-03-2024 15:00,28-03-2024 17:00,29-03-2024 07:08,Visakhapatnam,526,Homicide,27,M,Blunt Object,Other Crime,15,No,
37171,29-03-2024 02:00,28-03-2024 18:00,29-03-2024 12:07,Varanasi,136,Extortion,56,F,Firearm,Other Crime,4,No,
37172,29-03-2024 15:00,28-03-2024 19:00,28-03-2024 23:48,Patna,515,Vandalism,19,F,Poison,Other Crime,15,No,
37173,31-03-2024 06:00,28-03-2024 20:00,29-03-2024 01:53,Delhi,544,Burglary,70,F,Blunt Object,Other Crime,10,Yes,08-02-2024 06:00
37174,31-03-2024 15:00,28-03-2024 21:00,29-03-2024 14:37,Hyderabad,503,Vehicle - Stolen,15,F,Knife,Violent Crime,4,No,
37175,29-03-2024 12:00,28-03-2024 22:00,29-03-2024 04:47,Bhopal,305,Robbery,11,M,Other,Violent Crime,18,No,
37176,30-03-2024 12:00,28-03-2024 23:00,29-03-2024 11:52,Hyderabad,561,Identity Theft,60,M,Blunt Object,Violent Crime,10,Yes,30-05-2024 12:00
37177,31-03-2024 15:00,29-03-2024 00:00,29-03-2024 20:40,Visakhapatnam,159,Shoplifting,46,F,None,Other Crime,14,No,
37178,31-03-2024 11:00,29-03-2024 01:00,29-03-2024 20:08,Jaipur,579,Traffic Violation,25,F,Explosives,Traffic Fatality,14,No,
37179,30-03-2024 03:00,29-03-2024 02:00,29-03-2024 04:33,Ghaziabad,423,Cybercrime,54,F,Knife,Other Crime,8,No,
37180,29-03-2024 23:00,29-03-2024 03:00,29-03-2024 11:07,Chennai,595,Traffic Violation,76,M,Other,Traffic Fatality,3,Yes,30-03-2024 23:00
37181,30-03-2024 20:00,29-03-2024 04:00,29-03-2024 12:57,Visakhapatnam,156,Identity Theft,76,M,None,Violent Crime,6,No,
37182,31-03-2024 14:00,29-03-2024 05:00,29-03-2024 05:48,Chennai,569,Arson,70,M,Blunt Object,Fire Accident,12,No,
37183,29-03-2024 18:00,29-03-2024 06:00,29-03-2024 21:36,Agra,184,Cybercrime,72,F,Knife,Other Crime,14,No,
37184,31-03-2024 10:00,29-03-2024 07:00,29-03-2024 08:14,Kolkata,155,Drug Offense,63,F,Other,Other Crime,6,Yes,19-06-2024 10:00
37185,30-03-2024 22:00,29-03-2024 08:00,30-03-2024 02:17,Delhi,525,Vandalism,50,F,Knife,Other Crime,17,No,
37186,31-03-2024 05:00,29-03-2024 09:00,30-03-2024 03:03,Mumbai,439,Arson,72,F,Blunt Object,Fire Accident,19,Yes,06-07-2024 05:00
37187,29-03-2024 22:00,29-03-2024 10:00,30-03-2024 00:20,Delhi,437,Shoplifting,26,F,Firearm,Other Crime,4,Yes,22-04-2024 22:00
37188,29-03-2024 17:00,29-03-2024 11:00,29-03-2024 21:25,Patna,151,Arson,49,M,None,Fire Accident,7,No,
37189,31-03-2024 10:00,29-03-2024 12:00,29-03-2024 15:44,Delhi,246,Vehicle - Stolen,67,F,None,Violent Crime,11,Yes,29-04-2024 10:00
37190,30-03-2024 18:00,29-03-2024 13:00,29-03-2024 23:11,Rajkot,386,Firearm Offense,13,F,Poison,Fire Accident,19,Yes,15-05-2024 18:00
37191,29-03-2024 16:00,29-03-2024 14:00,30-03-2024 05:49,Chennai,238,Domestic Violence,10,M,Explosives,Violent Crime,6,No,
37192,31-03-2024 12:00,29-03-2024 15:00,29-03-2024 18:34,Ghaziabad,494,Counterfeiting,49,M,Poison,Other Crime,8,No,
37193,29-03-2024 17:00,29-03-2024 16:00,30-03-2024 03:15,Mumbai,519,Homicide,67,F,None,Other Crime,14,No,
37194,29-03-2024 23:00,29-03-2024 17:00,29-03-2024 18:13,Surat,241,Traffic Violation,40,F,Knife,Traffic Fatality,16,Yes,31-03-2024 23:00
37195,31-03-2024 23:00,29-03-2024 18:00,30-03-2024 04:16,Bangalore,242,Illegal Possession,11,F,Knife,Other Crime,9,Yes,04-10-2024 23:00
37196,31-03-2024 23:00,29-03-2024 19:00,30-03-2024 11:00,Meerut,485,Counterfeiting,72,F,Other,Other Crime,5,No,
37197,31-03-2024 12:00,29-03-2024 20:00,29-03-2024 21:54,Kalyan,364,Public Intoxication,34,F,Firearm,Other Crime,1,No,
37198,30-03-2024 20:00,29-03-2024 21:00,30-03-2024 07:31,Kalyan,563,Cybercrime,22,F,Knife,Other Crime,3,Yes,21-04-2024 20:00
37199,31-03-2024 20:00,29-03-2024 22:00,30-03-2024 04:27,Agra,103,Cybercrime,20,F,Firearm,Other Crime,9,No,
37200,31-03-2024 17:00,29-03-2024 23:00,30-03-2024 01:38,Bangalore,388,Identity Theft,45,F,Poison,Violent Crime,11,Yes,04-09-2024 17:00
37201,30-03-2024 23:00,30-03-2024 00:00,30-03-2024 23:20,Delhi,316,Drug Offense,39,F,Other,Other Crime,11,Yes,04-06-2024 23:00
37202,30-03-2024 05:00,30-03-2024 01:00,30-03-2024 07:04,Ahmedabad,199,Traffic Violation,73,F,Other,Traffic Fatality,4,No,
37204,30-03-2024 21:00,30-03-2024 03:00,30-03-2024 03:49,Ludhiana,355,Arson,32,F,Blunt Object,Fire Accident,18,Yes,20-06-2024 21:00
37207,31-03-2024 16:00,30-03-2024 06:00,30-03-2024 12:40,Delhi,565,Cybercrime,75,F,Blunt Object,Other Crime,12,Yes,16-06-2024 16:00
37209,31-03-2024 15:00,30-03-2024 08:00,30-03-2024 19:53,Chennai,517,Identity Theft,20,M,Poison,Violent Crime,17,Yes,20-06-2024 15:00
37210,30-03-2024 23:00,30-03-2024 09:00,30-03-2024 20:01,Meerut,569,Public Intoxication,11,F,Knife,Other Crime,13,Yes,21-04-2024 23:00
37214,30-03-2024 22:00,30-03-2024 13:00,30-03-2024 16:26,Jaipur,594,Extortion,28,F,Blunt Object,Other Crime,7,No,
37215,31-03-2024 20:00,30-03-2024 14:00,30-03-2024 15:02,Surat,280,Assault,64,F,None,Violent Crime,10,No,
37217,31-03-2024 10:00,30-03-2024 16:00,31-03-2024 02:17,Thane,360,Firearm Offense,56,M,Firearm,Fire Accident,1,Yes,04-10-2024 10:00
